coefficient,robust_se,z_stat,p_value,significant_0.05,significant_0.01,model,outcome,index,feature,identified,feature_std,n_obs,n_clusters,n_features,working_correlation,fqi_iters,ridge_alpha,residual_sigma2,block
0.11942333252959912,,,,False,False,q_no_td_modify,fqi_target,0,intercept,False,0.0,3360,28,27,exchangeable,25,1.0,0.030153020345583433,beta
-0.07145707018104108,0.03698374919698693,-1.9321207755449168,0.05334460062378278,False,False,q_no_td_modify,fqi_target,1,weekday_vs_weekend,True,0.3726779962499649,3360,28,27,exchangeable,25,1.0,0.030153020345583433,beta
-0.009128759839741128,0.014165553559798892,-0.6444336821151893,0.5192942490017469,False,False,q_no_td_modify,fqi_target,2,slot_pm,True,0.5,3360,28,27,exchangeable,25,1.0,0.030153020345583433,beta
0.020972672918363987,0.0012506417143677085,16.76952933635931,4.0772551918386043e-63,True,True,q_no_td_modify,fqi_target,3,E_w,True,2.3501336277072014,3360,28,27,exchangeable,25,1.0,0.030153020345583433,beta
1.1583489463867918,0.005905506488591123,196.1472650355413,0.0,True,True,q_no_td_modify,fqi_target,4,b_hat,True,0.9219175620883656,3360,28,27,exchangeable,25,1.0,0.030153020345583433,beta
-2.839750526616215e-16,,,,False,False,q_no_td_modify,fqi_target,5,b_tilde,False,0.0,3360,28,27,exchangeable,25,1.0,0.030153020345583433,beta
0.29034274029246193,0.01504123548953327,19.30311778540416,5.0564296174850335e-83,True,True,q_no_td_modify,fqi_target,6,M_Y_anticipated_affect_ewma,True,0.3115485264929688,3360,28,27,exchangeable,25,1.0,0.030153020345583433,beta
-0.02327382331822412,0.0019543435685510802,-11.90876757431088,1.0654029467373313e-32,True,True,q_no_td_modify,fqi_target,7,M_Y_fourSC_ewma,True,0.9489109988439043,3360,28,27,exchangeable,25,1.0,0.030153020345583433,beta
-0.00012874512394086215,0.0019934508220366184,-0.06458404818300413,0.9485051858968897,False,False,q_no_td_modify,fqi_target,8,M_E_pageview_ewma,True,1.050150064398566,3360,28,27,exchangeable,25,1.0,0.030153020345583433,beta
-0.13113657571935683,0.0066292665426236595,-19.781460720608923,4.300507447649708e-87,True,True,q_no_td_modify,fqi_target,9,M_E_fitbit_wear_ewma,True,0.4122511256788837,3360,28,27,exchangeable,25,1.0,0.030153020345583433,beta
-0.0424656166608488,0.005723636561504019,-7.41934191742076,1.1770369302444563e-13,True,True,q_no_td_modify,fqi_target,10,M_E_survey_complete_ewma,True,0.4119960181328818,3360,28,27,exchangeable,25,1.0,0.030153020345583433,beta
-0.00720974726411403,0.004864272686053935,-1.4821840240956607,0.1382913362689108,False,False,q_no_td_modify,fqi_target,11,yesterday_step_count,True,0.918322917200996,3360,28,27,exchangeable,25,1.0,0.030153020345583433,beta
-0.013070597291911002,0.004325588995730276,-3.0216919140521195,0.0025136624214177694,True,True,q_no_td_modify,fqi_target,12,prior2hour_step_count,True,0.9239023733553184,3360,28,27,exchangeable,25,1.0,0.030153020345583433,beta
