coefficient,robust_se,z_stat,p_value,significant_0.05,significant_0.01,model,outcome,index,feature,identified,feature_std,n_obs,n_clusters,n_features,working_correlation
-0.09153066358204469,,,,False,False,fourSC,4hour_step_norm,0,intercept,False,0.0,2890,28,20,exchangeable
-0.038614732379880674,0.0409119897119617,-0.9438487996243956,0.34524691921702033,False,False,fourSC,4hour_step_norm,1,stepCountNext4HourLag1,True,0.9155680760540309,2890,28,20,exchangeable
-0.016611089573056702,0.029781081960152146,-0.5577732063355779,0.5769992610615141,False,False,fourSC,4hour_step_norm,2,yesterdayStepCount,True,0.9305184467104665,2890,28,20,exchangeable
0.18585125680041897,0.03482463347686702,5.336775674146708,9.461397672335674e-08,True,True,fourSC,4hour_step_norm,3,stepCountLast7DaysEma,True,0.9541055825124899,2890,28,20,exchangeable
0.12873851188297408,0.03122472503071445,4.122967031938293,3.740232472121941e-05,True,True,fourSC,4hour_step_norm,4,prior2HourStepCount,True,0.9354690734630582,2890,28,20,exchangeable
0.005287466551153974,0.016130899723220272,0.3277849742964255,0.7430742490110824,False,False,fourSC,4hour_step_norm,5,activitySuggestionsSentLast7Days,True,0.9683021820826819,2890,28,20,exchangeable
0.0462019093839535,0.06489010519912614,0.7120023806738365,0.4764633018153872,False,False,fourSC,4hour_step_norm,6,activitySuggestionInteractLast7Days,True,0.35347282574711314,2890,28,20,exchangeable
0.03025753109666735,0.06823673280459501,0.44341998587936243,0.6574619825226831,False,False,fourSC,4hour_step_norm,7,activeDaysLast7Days,True,0.26093816014200455,2890,28,20,exchangeable
-0.006581113352684774,0.042533892372709596,-0.15472633670619146,0.8770370663367701,False,False,fourSC,4hour_step_norm,8,isWeekend,True,0.36965901744549584,2890,28,20,exchangeable
-0.07376518397568844,0.06046707489788875,-1.2199231416478524,0.22249401221126497,False,False,fourSC,4hour_step_norm,9,decisionTimeSlot,True,0.4970777019576552,2890,28,20,exchangeable
0.025612724163288757,0.018502847796675905,1.3842584906248954,0.1662793192690455,False,False,fourSC,4hour_step_norm,10,perceivedUtilityLastWeek,True,2.3615448199539335,2890,28,20,exchangeable
0.0001987515580345598,0.031993935340896215,0.006212163521519212,0.995043442516749,False,False,fourSC,4hour_step_norm,11,caeAverageLastWeek,True,0.9470492313952044,2890,28,20,exchangeable
-0.05108089666747957,0.054383854514824234,-0.9392658376863611,0.3475942737334665,False,False,fourSC,4hour_step_norm,12,Ah,True,0.4999251629199032,2890,28,20,exchangeable
0.014488483635237345,0.03310032987943699,0.4377141765054754,0.6615934915487409,False,False,fourSC,4hour_step_norm,13,Ah*yesterdayStepCount,True,0.6617216878726897,2890,28,20,exchangeable
-0.018527586802637566,0.028254570809057324,-0.6557376832175535,0.511992918305272,False,False,fourSC,4hour_step_norm,14,Ah*prior2HourStepCount,True,0.6557592972464922,2890,28,20,exchangeable
0.007360161506077659,0.0165156689622427,0.44564719254812474,0.6558521154517775,False,False,fourSC,4hour_step_norm,15,Ah*activitySuggestionsSentLast7Days,True,0.6841651717668626,2890,28,20,exchangeable
0.04814015553828577,0.08178745271500866,0.5886007442490216,0.5561291345300843,False,False,fourSC,4hour_step_norm,16,Ah*activitySuggestionInteractLast7Days,True,0.34367234790414786,2890,28,20,exchangeable
0.005943641465779613,0.012298365958962288,0.4832870875376948,0.6288919071042229,False,False,fourSC,4hour_step_norm,17,Ah*perceivedUtilityLastWeek,True,1.7845417772617893,2890,28,20,exchangeable
-0.014947320879120023,0.02541554075660725,-0.5881173657591442,0.5564535176940513,False,False,fourSC,4hour_step_norm,18,Ah*caeAverageLastWeek,True,0.6441478241013724,2890,28,20,exchangeable
-9.247128696193009e-05,0.04637172212282464,-0.0019941309644917146,0.9984089147457205,False,False,fourSC,4hour_step_norm,19,Ah*decisionTimeSlot,True,0.4133544954558577,2890,28,20,exchangeable
0.387380592042455,,,,False,False,antic,anticipated_affect_norm,0,intercept,False,0.0,817,28,15,exchangeable
0.0775842348353849,0.03257782236261106,2.3815046313355444,0.017242073953557573,True,False,antic,anticipated_affect_norm,1,anticipated_affect_yesterday,True,0.3291973575457633,817,28,15,exchangeable
0.12500633157590293,0.038548383770714324,3.242842354155241,0.0011834367260971834,True,True,antic,anticipated_affect_norm,2,active_status_fraction_7days,True,0.22446575056908855,817,28,15,exchangeable
-0.003913473866026953,0.021393342525739833,-0.18292951937353305,0.8548533205837253,False,False,antic,anticipated_affect_norm,3,is_weekend,True,0.37028890078059873,817,28,15,exchangeable
0.009045281778571387,0.008035138146226627,1.125715776625338,0.2602858436868061,False,False,antic,anticipated_affect_norm,4,perceived_utility_lastweek,True,2.2445792220428364,817,28,15,exchangeable
0.11798624894285038,0.03659637553261333,3.223987272665989,0.0012641901814481082,True,True,antic,anticipated_affect_norm,5,CAE_avg_lastweek,True,0.8951170084081764,817,28,15,exchangeable
0.011391987900413401,0.006039372700172806,1.886286617165958,0.059256341706163417,False,False,antic,anticipated_affect_norm,6,recent_burden,True,0.9561686693566581,817,28,15,exchangeable
0.00807883024946123,0.009927786822615386,0.813759440428127,0.4157827747990295,False,False,antic,anticipated_affect_norm,7,A0_morning,True,0.49986477349313196,817,28,15,exchangeable
0.0284781649542434,0.009705159289755433,2.9343325651856498,0.003342658445317546,True,True,antic,anticipated_affect_norm,8,A1_afternoon,True,0.499936699069747,817,28,15,exchangeable
-0.0036028868312999313,0.003376435015397831,-1.0670683175803455,0.2859409872344121,False,False,antic,anticipated_affect_norm,9,A0_morning_by_perceived_utility_lastweek,True,1.7658883729959864,817,28,15,exchangeable
-0.006580014159856097,0.004202316947230836,-1.5658062546167708,0.11739398153397512,False,False,antic,anticipated_affect_norm,10,A1_afternoon_by_perceived_utility_lastweek,True,1.7315120646949334,817,28,15,exchangeable
