prior_family,model,block,index,feature,prior_mean,prior_variance
RL,reward_shaping,eta,0,intercept,-0.045636342126264974,0.02422897747316174
RL,reward_shaping,eta,1,weekday_vs_weekend,-0.007606057021251191,0.0006730271520321254
RL,reward_shaping,eta,2,slot_pm,-0.022818171063386537,0.006057244368292788
RL,reward_shaping,eta,3,E_w,0.06870734246285048,0.0025938229728935565
RL,reward_shaping,eta,4,b_hat,0.06179298423295505,0.040423265673038576
RL,reward_shaping,eta,5,b_tilde,0.0,1.0
RL,reward_shaping,eta,6,M_Y_anticipated_affect_ewma,0.0720540823537369,0.010182962753017683
RL,reward_shaping,eta,7,M_Y_fourSC_ewma,0.0076344986582838744,0.022987079777137563
RL,reward_shaping,eta,8,M_E_pageview_ewma,-0.007424875662848044,0.0037866718184155442
RL,reward_shaping,eta,9,M_E_fitbit_wear_ewma,-0.019244033713749255,0.0072022973366029485
RL,reward_shaping,eta,10,M_E_survey_complete_ewma,-0.00027839266612136686,0.014493077920799714
RL,reward_shaping,eta,11,yesterday_step_count,-0.00038724755902777043,0.014482714193171736
RL,reward_shaping,eta,12,prior2hour_step_count,-0.015982594291560508,0.005869138042865505
RL,reward_shaping,eta,13,active_status_fraction_7days,0.014516162992372537,0.03547818373555218
RL,reward_shaping,eta,14,recent_burden,0.0009000042167588334,0.003882930899591187
RL,reward_shaping,eta,15,walk_interaction_7d,0.019577051401019303,0.031359074830812426
RL,redistribution_stage1_AA,eta,0,redistribution_stage1_AA_coef_0,0.2681831997215858,0.007654743838662685
RL,redistribution_stage1_AA,eta,1,redistribution_stage1_AA_coef_1,-9.383158263102313e-05,0.0011483507725265991
RL,redistribution_stage1_AA,eta,2,redistribution_stage1_AA_coef_2,0.10394312212329873,0.0052345426162579214
RL,redistribution_stage1_AA,eta,3,redistribution_stage1_AA_coef_3,0.0,1.0
RL,redistribution_stage1_AA,eta,4,redistribution_stage1_AA_coef_4,0.13829784907635315,0.0018049208379350952
RL,redistribution_stage1_AA,eta,5,redistribution_stage1_AA_coef_5,-0.009641838167976735,0.002622901684911405
RL,redistribution_stage1_AA,eta,6,redistribution_stage1_AA_coef_6,0.010950006525623114,0.0005336616409595472
RL,redistribution_stage1_AA,eta,7,redistribution_stage1_AA_coef_7,-0.03834843333435301,0.0013848411764002056
RL,redistribution_stage1_AA,eta,8,redistribution_stage1_AA_coef_8,-0.02070029812239226,0.0011813914516652733
RL,redistribution_stage1_AA,eta,9,redistribution_stage1_AA_coef_9,0.006130326213504711,0.0001743691162008282
RL,redistribution_stage1_AA,eta,10,redistribution_stage1_AA_coef_10,0.011650008871432159,0.0003085807131250097
RL,redistribution_stage1_AA,eta,11,redistribution_stage1_AA_coef_11,0.0197184927276669,0.004265840235414008
RL,redistribution_stage1_AA,eta,12,redistribution_stage1_AA_coef_12,0.001992281292612451,0.00010328207036867595
RL,redistribution_stage1_AA,eta,13,redistribution_stage1_AA_coef_13,0.0012944846153114073,0.0024100131998016257
RL,redistribution_stage1_AA,eta,14,redistribution_stage1_AA_coef_14,0.009111320934760228,0.001245225161576083
RL,redistribution_stage1_AA,eta,15,redistribution_stage1_AA_coef_15,0.0007786220100658812,0.0005218446838395093
RL,redistribution_stage1_AA,eta,16,redistribution_stage1_AA_coef_16,-0.00988830016302141,0.0020727720475005548
RL,redistribution_stage1_AA,eta,17,redistribution_stage1_AA_coef_17,0.0,1.0
RL,redistribution_stage1_AA,eta,18,redistribution_stage1_AA_coef_18,0.0015557858535893106,0.0005310820823479725
RL,redistribution_stage1_AA,eta,19,redistribution_stage1_AA_coef_19,0.004526865720253021,0.0004891029115652802
RL,redistribution_stage1_AA,eta,20,redistribution_stage1_AA_coef_20,-0.009762158917561116,0.002748537900952245
RL,redistribution_stage1_AA,eta,21,redistribution_stage1_AA_coef_21,0.0024473981354895744,0.00025955622090216655
RL,redistribution_stage1_AA,eta,22,redistribution_stage1_AA_coef_22,0.0025009269305411603,0.0009326901009468682
RL,redistribution_stage1_FW,eta,0,redistribution_stage1_FW_coef_0,0.39225601540187344,0.019438014744565253
RL,redistribution_stage1_FW,eta,1,redistribution_stage1_FW_coef_1,0.0063489022705324905,0.005111929469544309
RL,redistribution_stage1_FW,eta,2,redistribution_stage1_FW_coef_2,0.025932638275236494,0.010581305279097723
RL,redistribution_stage1_FW,eta,3,redistribution_stage1_FW_coef_3,0.0,1.0
RL,redistribution_stage1_FW,eta,4,redistribution_stage1_FW_coef_4,-0.13329083068764921,0.026046100970912617
RL,redistribution_stage1_FW,eta,5,redistribution_stage1_FW_coef_5,-0.01783814092741783,0.00911425555466323
RL,redistribution_stage1_FW,eta,6,redistribution_stage1_FW_coef_6,0.01827484732674867,0.0015482008245774745
RL,redistribution_stage1_FW,eta,7,redistribution_stage1_FW_coef_7,0.16917763929818957,0.01578368640772648
RL,redistribution_stage1_FW,eta,8,redistribution_stage1_FW_coef_8,-0.021971752460527762,0.008342056543618125
RL,redistribution_stage1_FW,eta,9,redistribution_stage1_FW_coef_9,0.008558576792646362,0.003576891111896967
RL,redistribution_stage1_FW,eta,10,redistribution_stage1_FW_coef_10,0.015105609161544733,0.0024860526997262647
RL,redistribution_stage1_FW,eta,11,redistribution_stage1_FW_coef_11,-0.002208572884436677,0.014435287217031911
RL,redistribution_stage1_FW,eta,12,redistribution_stage1_FW_coef_12,-0.004960941491350156,0.003254885751766698
RL,redistribution_stage1_FW,eta,13,redistribution_stage1_FW_coef_13,0.034995841394160926,0.01807186474560558
RL,redistribution_stage1_FW,eta,14,redistribution_stage1_FW_coef_14,-0.0006894024155735869,0.009788389869298548
RL,redistribution_stage1_FW,eta,15,redistribution_stage1_FW_coef_15,-0.00660386101156183,0.005118585180950732
RL,redistribution_stage1_FW,eta,16,redistribution_stage1_FW_coef_16,-0.0015377345302537845,0.012648539140382725
RL,redistribution_stage1_FW,eta,17,redistribution_stage1_FW_coef_17,0.0,1.0
RL,redistribution_stage1_FW,eta,18,redistribution_stage1_FW_coef_18,0.001163280070307773,0.007408937129844349
RL,redistribution_stage1_FW,eta,19,redistribution_stage1_FW_coef_19,-0.007921021126625351,0.004707627543375871
RL,redistribution_stage1_FW,eta,20,redistribution_stage1_FW_coef_20,-0.005389821575564192,0.01784965192263134
RL,redistribution_stage1_FW,eta,21,redistribution_stage1_FW_coef_21,0.0025467715178135696,0.004728414104571393
RL,redistribution_stage1_FW,eta,22,redistribution_stage1_FW_coef_22,0.008740238384716232,0.020585479709340295
RL,redistribution_stage1_PJ,eta,0,redistribution_stage1_PJ_coef_0,0.10714542960175855,0.03401581591476346
RL,redistribution_stage1_PJ,eta,1,redistribution_stage1_PJ_coef_1,0.007839564492925473,0.006277573897250428
RL,redistribution_stage1_PJ,eta,2,redistribution_stage1_PJ_coef_2,0.007333163320179877,0.021457657884279627
RL,redistribution_stage1_PJ,eta,3,redistribution_stage1_PJ_coef_3,0.0,1.0
RL,redistribution_stage1_PJ,eta,4,redistribution_stage1_PJ_coef_4,-0.1127110958617781,0.0306849488219405
RL,redistribution_stage1_PJ,eta,5,redistribution_stage1_PJ_coef_5,-0.015954733344985362,0.018437066709051236
RL,redistribution_stage1_PJ,eta,6,redistribution_stage1_PJ_coef_6,0.016261860491489703,0.0023075519269503963
RL,redistribution_stage1_PJ,eta,7,redistribution_stage1_PJ_coef_7,0.0021994798255664614,0.009587455724219178
RL,redistribution_stage1_PJ,eta,8,redistribution_stage1_PJ_coef_8,0.1676383449061433,0.010759338853741888
RL,redistribution_stage1_PJ,eta,9,redistribution_stage1_PJ_coef_9,-0.0017878774551670607,0.007680368029798664
RL,redistribution_stage1_PJ,eta,10,redistribution_stage1_PJ_coef_10,0.014371332194836491,0.0030268493113357157
RL,redistribution_stage1_PJ,eta,11,redistribution_stage1_PJ_coef_11,0.08112540683629045,0.03374895119305002
RL,redistribution_stage1_PJ,eta,12,redistribution_stage1_PJ_coef_12,0.013475455890729451,0.004458561359575513
RL,redistribution_stage1_PJ,eta,13,redistribution_stage1_PJ_coef_13,0.16810733513194182,0.022711829749252194
RL,redistribution_stage1_PJ,eta,14,redistribution_stage1_PJ_coef_14,0.02999455819436047,0.010172045272979758
RL,redistribution_stage1_PJ,eta,15,redistribution_stage1_PJ_coef_15,0.0025176604938488053,0.0083250230262484
RL,redistribution_stage1_PJ,eta,16,redistribution_stage1_PJ_coef_16,0.02201767853610151,0.020351764707376586
RL,redistribution_stage1_PJ,eta,17,redistribution_stage1_PJ_coef_17,0.0,1.0
RL,redistribution_stage1_PJ,eta,18,redistribution_stage1_PJ_coef_18,0.01443306392439587,0.012064051990734723
RL,redistribution_stage1_PJ,eta,19,redistribution_stage1_PJ_coef_19,0.002626073281296148,0.009297647316879537
RL,redistribution_stage1_PJ,eta,20,redistribution_stage1_PJ_coef_20,-0.03687792996073547,0.027421991630491815
RL,redistribution_stage1_PJ,eta,21,redistribution_stage1_PJ_coef_21,0.0009828591705480516,0.008557416409886486
RL,redistribution_stage1_PJ,eta,22,redistribution_stage1_PJ_coef_22,-0.019568500050397643,0.020060564764723905
