coefficient,robust_se,z_stat,p_value,significant_0.05,significant_0.01,model,outcome,index,feature,identified,feature_std,n_obs,n_clusters,n_features,working_correlation
-0.10654400506119335,,,,False,False,fourSC,4hour_step_norm,0,intercept,False,0.0,2388,29,25,exchangeable
0.04944234003674821,0.03197115409165247,1.5464671652143265,0.12199178404653044,False,False,fourSC,4hour_step_norm,1,yesterdayStepCount,True,0.9643621106904627,2388,29,25,exchangeable
0.24880921901267314,0.07797383113242327,3.1909323345946596,0.0014181448926092327,True,True,fourSC,4hour_step_norm,2,stepCountLast7DaysEma,True,0.9996973513581104,2388,29,25,exchangeable
0.19489639864108307,0.043250539585280405,4.506218893680873,6.599301106983805e-06,True,True,fourSC,4hour_step_norm,3,prior2HourStepCount,True,0.946604853510103,2388,29,25,exchangeable
-0.04789897479599819,0.03455039623154405,-1.3863509545591568,0.16563976479840992,False,False,fourSC,4hour_step_norm,5,activitySuggestionsSentLast7Days,True,0.9074887075426065,2388,29,25,exchangeable
0.14893950070384043,0.06803674574093682,2.1891038303177615,0.028589294208010076,True,False,fourSC,4hour_step_norm,6,morningFitbitWearLast7Days,True,0.2806581185340533,2388,29,25,exchangeable
-0.0041341615078369955,0.04789099276361588,-0.08632440609955017,0.931208537628384,False,False,fourSC,4hour_step_norm,7,salienceMessageSentYesterday,True,0.49587799913436814,2388,29,25,exchangeable
0.08425388737277097,0.14726430018346398,0.5721270346431977,0.5672359150475959,False,False,fourSC,4hour_step_norm,8,activitySuggestionInteractLast7Days,True,0.1864270837335481,2388,29,25,exchangeable
0.14923224782693748,0.15292261265238932,0.9758677623835759,0.32912999941592647,False,False,fourSC,4hour_step_norm,9,activeDaysLast7Days,True,0.30301902035607425,2388,29,25,exchangeable
0.002833040847667363,0.052175622824460914,0.054298170185697915,0.9566976073848723,False,False,fourSC,4hour_step_norm,10,dayOfWeekNorm,True,0.5689282190978462,2388,29,25,exchangeable
-0.259069744181181,0.11430789494593792,-2.2664203929545583,0.023425656164390986,True,False,fourSC,4hour_step_norm,11,decisionTimeSlot,True,0.4998089961177038,2388,29,25,exchangeable
-0.010365671381404077,0.02163919241407735,-0.47902302373635264,0.6319222495177861,False,False,fourSC,4hour_step_norm,12,perceivedUtilityLastWeek,True,1.3621002654354013,2388,29,25,exchangeable
0.05143123350961492,0.03636434630259077,1.4143313090699148,0.15726464829017917,False,False,fourSC,4hour_step_norm,13,caeAverageLastWeek,True,1.0433366425419979,2388,29,25,exchangeable
0.022548177396318227,0.09678867171391203,0.23296298003723134,0.8157901525482739,False,False,fourSC,4hour_step_norm,14,Ah,True,0.4999605423687538,2388,29,25,exchangeable
-0.014314522542516897,0.03330705168587264,-0.4297745317574439,0.6673596608729016,False,False,fourSC,4hour_step_norm,15,Ah*yesterdayStepCount,True,0.6825047048363154,2388,29,25,exchangeable
0.016655513023500865,0.03823286941546029,0.43563335104442485,0.6631027692375875,False,False,fourSC,4hour_step_norm,16,Ah*prior2HourStepCount,True,0.6597130576513592,2388,29,25,exchangeable
0.07169229609986849,0.055291435330544765,1.296625701092324,0.19476000492808343,False,False,fourSC,4hour_step_norm,17,Ah*activitySuggestionsSentLast7Days,True,0.6269803365888357,2388,29,25,exchangeable
-0.11332351959020089,0.12620863809309615,-0.8979062075498293,0.3692355549706885,False,False,fourSC,4hour_step_norm,18,Ah*morningFitbitWearLast7Days,True,0.44495434806137574,2388,29,25,exchangeable
0.021981930545074222,0.08011627595437275,0.2743753411303493,0.7837961910594934,False,False,fourSC,4hour_step_norm,19,Ah*salienceMessageSentYesterday,True,0.40953210980924665,2388,29,25,exchangeable
0.16678361426617408,0.23185394210862484,0.719347761566353,0.47192667468709737,False,False,fourSC,4hour_step_norm,20,Ah*activitySuggestionInteractLast7Days,True,0.19563106710071057,2388,29,25,exchangeable
0.030702698524803135,0.061302195146907976,0.5008417472037582,0.6164825022216529,False,False,fourSC,4hour_step_norm,21,Ah*dayOfWeekNorm,True,0.40944779394154135,2388,29,25,exchangeable
0.025447282368349637,0.07800349513283443,0.32623259156547685,0.7442483845696166,False,False,fourSC,4hour_step_norm,22,Ah*decisionTimeSlot,True,0.44465973478651133,2388,29,25,exchangeable
0.005308414932073492,0.022363364238821314,0.2373710357432911,0.8123689578023966,False,False,fourSC,4hour_step_norm,23,Ah*perceivedUtilityLastWeek,True,1.2415459398962612,2388,29,25,exchangeable
-0.005725243992796937,0.0294879239104118,-0.1941555468669474,0.8460540889330851,False,False,fourSC,4hour_step_norm,24,Ah*caeAverageLastWeek,True,0.7123619992275366,2388,29,25,exchangeable
0.5998347543694426,,,,False,False,antic,anticipated_affect_norm,0,intercept,False,0.0,771,28,19,exchangeable
0.05276306121280187,0.027824057055769114,1.896310847373778,0.05791895275046842,False,False,antic,anticipated_affect_norm,1,dailyAnticipatedAffectYesterday,True,0.369762972198577,771,28,19,exchangeable
-0.005632048188117218,0.006742040326354103,-0.8353625780169226,0.40351359320620206,False,False,antic,anticipated_affect_norm,2,todayStepCount,True,0.873583513136117,771,28,19,exchangeable
0.04010431230363617,0.020476171090359815,1.9585845481881758,0.05016146062438158,False,False,antic,anticipated_affect_norm,4,activityStatusToday,True,0.36395004027874694,771,28,19,exchangeable
-0.029320292074476884,0.015740537952089788,-1.8627249058272615,0.0625009799425351,False,False,antic,anticipated_affect_norm,5,salienceMessageSentToday,True,0.49650510195622516,771,28,19,exchangeable
-0.022894761130265576,0.020589328575213638,-1.1119722067006752,0.2661501005273321,False,False,antic,anticipated_affect_norm,6,dayOfWeekNorm,True,0.5730711134494506,771,28,19,exchangeable
0.007863917241017164,0.020386313109620895,0.38574494557850936,0.6996855723995035,False,False,antic,anticipated_affect_norm,7,perceivedUtilityLastWeek,True,0.9946282262232536,771,28,19,exchangeable
0.15091658798267796,0.04321758603067438,3.4920179918323635,0.00047938595538387935,True,True,antic,anticipated_affect_norm,8,caeAverageLastWeek,True,0.9338833201034685,771,28,19,exchangeable
0.04051878674137917,0.034947235411333356,1.1594275273699894,0.24628196159306426,False,False,antic,anticipated_affect_norm,9,ws_morning,True,0.49420937927805225,771,28,19,exchangeable
-0.026190034184006037,0.03266876396742069,-0.8016842697239589,0.42273561733868525,False,False,antic,anticipated_affect_norm,10,ws_afternoon,True,0.49569126979823214,771,28,19,exchangeable
-0.008750687932155487,0.022082636581214458,-0.39627006947166965,0.6919058049056046,False,False,antic,anticipated_affect_norm,11,ws_morning*salienceMessageSentToday,True,0.3811552786968274,771,28,19,exchangeable
0.04627934863579398,0.01780475727413621,2.599268719210282,0.00934226087241916,True,True,antic,anticipated_affect_norm,12,ws_afternoon*salienceMessageSentToday,True,0.4301679168720999,771,28,19,exchangeable
0.00882618849509512,0.011369380586983254,0.7763121682460149,0.4375646901160547,False,False,antic,anticipated_affect_norm,13,ws_morning*dayOfWeekNorm,True,0.38739934536583304,771,28,19,exchangeable
0.015360880878520238,0.018549487087773053,0.8281027289776334,0.40761232415932935,False,False,antic,anticipated_affect_norm,14,ws_afternoon*dayOfWeekNorm,True,0.4402340091372108,771,28,19,exchangeable
-0.008591684551070258,0.012358918582991384,-0.695180932973725,0.48694191986903457,False,False,antic,anticipated_affect_norm,15,ws_morning*perceivedUtilityLastWeek,True,1.1419775622761907,771,28,19,exchangeable
-0.00047619529030976625,0.01361406388367512,-0.034978188318976595,0.9720971334284562,False,False,antic,anticipated_affect_norm,16,ws_afternoon*perceivedUtilityLastWeek,True,1.2030261260066861,771,28,19,exchangeable
0.006641988152583192,0.021100068940112484,0.3147851398701536,0.7529247952534276,False,False,antic,anticipated_affect_norm,17,ws_morning*caeAverageLastWeek,True,0.6004510609622006,771,28,19,exchangeable
-0.021755747048129593,0.018721011197856897,-1.162103201488395,0.2451935471576261,False,False,antic,anticipated_affect_norm,18,ws_afternoon*caeAverageLastWeek,True,0.7058469813517322,771,28,19,exchangeable
-0.772798988542431,,,,False,False,CAE,CAE_avg_norm,0,intercept,False,0.0,203,29,24,exchangeable
0.6118356889087508,0.06434689739947363,9.508394555690819,1.9362761687041474e-21,True,True,CAE,CAE_avg_norm,1,caeAverageLastWeek,True,0.9820802234270656,203,29,24,exchangeable
-0.0008863253446744181,0.03473638069733533,-0.025515765513889854,0.9796435735198291,False,False,CAE,CAE_avg_norm,2,week_norm,True,0.6205770481948593,203,29,24,exchangeable
-0.009590272903384735,0.030987318147008266,-0.30949025204075775,0.7569486261852909,False,False,CAE,CAE_avg_norm,3,fourSC_slot_0,True,0.8988896845768347,203,29,24,exchangeable
-0.005886969553515489,0.03207574329121082,-0.18353337910422163,0.8543795308196103,False,False,CAE,CAE_avg_norm,4,fourSC_slot_1,True,0.8307831306165603,203,29,24,exchangeable
-0.0024922320315961585,0.0388466529756474,-0.06415564381205545,0.9488462957047682,False,False,CAE,CAE_avg_norm,5,fourSC_slot_2,True,0.8482012241805947,203,29,24,exchangeable
-0.016899396298663705,0.03548246112492069,-0.4762746371839075,0.6338787320471697,False,False,CAE,CAE_avg_norm,6,fourSC_slot_3,True,0.7467285028319972,203,29,24,exchangeable
-0.03787744765313381,0.026728717294541016,-1.417106823187126,0.15645169796333777,False,False,CAE,CAE_avg_norm,7,fourSC_slot_4,True,0.8199922085356265,203,29,24,exchangeable
0.034527154122213966,0.03286109899387954,1.0506999211634624,0.2933964322460777,False,False,CAE,CAE_avg_norm,8,fourSC_slot_5,True,0.7530221529019083,203,29,24,exchangeable
0.016033232710278508,0.020173414258266055,0.7947704094614967,0.42674706669833873,False,False,CAE,CAE_avg_norm,9,fourSC_slot_6,True,0.9026000321232538,203,29,24,exchangeable
0.015182242741817654,0.020755790043384972,0.7314702408379945,0.4644919752260246,False,False,CAE,CAE_avg_norm,10,fourSC_slot_7,True,0.7590129040255806,203,29,24,exchangeable
-0.003331566181929971,0.024488074145692845,-0.13604851741744473,0.8917829261447022,False,False,CAE,CAE_avg_norm,11,fourSC_slot_8,True,0.8551575628540687,203,29,24,exchangeable
-0.0046787946212334675,0.03059703885504691,-0.1529165826601456,0.8784640586378045,False,False,CAE,CAE_avg_norm,12,fourSC_slot_9,True,0.8012251199828332,203,29,24,exchangeable
0.010645717927210472,0.03420015090305626,0.3112769284962169,0.7555901050524046,False,False,CAE,CAE_avg_norm,13,fourSC_slot_10,True,0.8440068412598722,203,29,24,exchangeable
-0.0011462482808019567,0.026800538790817226,-0.042769598393100225,0.9658851987722464,False,False,CAE,CAE_avg_norm,14,fourSC_slot_11,True,0.8223037733512143,203,29,24,exchangeable
-0.012531492503988348,0.04058568744952148,-0.3087662989465046,0.7574993068501815,False,False,CAE,CAE_avg_norm,15,fourSC_slot_12,True,0.7537787678515065,203,29,24,exchangeable
-0.05678248158068863,0.03205088458486097,-1.7716353952835822,0.07645510020079002,False,False,CAE,CAE_avg_norm,16,fourSC_slot_13,True,0.7824847032980966,203,29,24,exchangeable
0.27952642457399557,0.19742383640968694,1.4158696824933148,0.15681366289387666,False,False,CAE,CAE_avg_norm,17,antic_day_0,True,0.289879297591376,203,29,24,exchangeable
-0.23882205484686247,0.24501912880759244,-0.9747077953019889,0.3297052250808804,False,False,CAE,CAE_avg_norm,18,antic_day_1,True,0.30386878040134,203,29,24,exchangeable
0.03626374727952697,0.1935818381276272,0.1873303179176268,0.8514016534675268,False,False,CAE,CAE_avg_norm,19,antic_day_2,True,0.3067682100388391,203,29,24,exchangeable
0.4273128042935118,0.17083761356739627,2.5012805749884515,0.01237450984120021,True,False,CAE,CAE_avg_norm,20,antic_day_3,True,0.2940230202040738,203,29,24,exchangeable
0.30587999613725747,0.17214264418463815,1.7768984413250573,0.07558495089631893,False,False,CAE,CAE_avg_norm,21,antic_day_4,True,0.2965843624236718,203,29,24,exchangeable
0.10143394487762498,0.1539479128448092,0.6588848332089949,0.5099697259323572,False,False,CAE,CAE_avg_norm,22,antic_day_5,True,0.3132849544900664,203,29,24,exchangeable
0.28808423007405,0.1519943301768601,1.8953616871026449,0.0580445008360493,False,False,CAE,CAE_avg_norm,23,antic_day_6,True,0.33850365976262264,203,29,24,exchangeable
